日付,天気,売り上げ
2022-09-01,くもり,160557
2022-09-02,晴れ,189027
2022-09-03,晴れ,201845
2022-09-04,晴れ,189228
2022-09-05,くもり,166579
2022-09-06,雨,126935
2022-09-07,くもり,146740
2022-09-08,くもり,152915
2022-09-09,くもり,169481
2022-09-10,くもり,187872
2022-09-11,くもり,184078
2022-09-12,くもり,152633
2022-09-13,くもり,147966
2022-09-14,雨,126699
2022-09-15,雨,136357
2022-09-16,雨,151329
2022-09-17,くもり,184526
2022-09-18,くもり,181631
2022-09-19,くもり,160540
2022-09-20,くもり,155466
2022-09-21,雨,127498
2022-09-22,雨,140024
2022-09-23,雨,141465
2022-09-24,雨,153855
2022-09-25,くもり,165470
2022-09-26,晴れ,186730
2022-09-27,くもり,150162
2022-09-28,くもり,155639
2022-09-29,くもり,151644
2022-09-30,くもり,176411
2022-10-01,くもり,179174
2022-10-02,晴れ,204328
2022-10-03,晴れ,172287
2022-10-04,晴れ,165009
2022-10-05,晴れ,163271
2022-10-06,くもり,164274
2022-10-07,雨,139993
2022-10-08,雨,145580
2022-10-09,くもり,174063
2022-10-10,くもり,144234
2022-10-11,くもり,142898
2022-10-12,晴れ,166920
2022-10-13,晴れ,168114
2022-10-14,晴れ,199811
2022-10-15,晴れ,209633
2022-10-16,晴れ,202920
2022-10-17,くもり,147740
2022-10-18,雨,126175
2022-10-19,くもり,151521
2022-10-20,くもり,161129
2022-10-21,くもり,173734
2022-10-22,くもり,176498
2022-10-23,くもり,176991
2022-10-24,くもり,169141
2022-10-25,雨,132452
2022-10-26,雨,127172
2022-10-27,くもり,147731
2022-10-28,くもり,169857
2022-10-29,くもり,177094
2022-10-30,くもり,173695
2022-10-31,雨,134482
2022-11-01,晴れ,155943
2022-11-02,晴れ,148832
2022-11-03,くもり,139521
2022-11-04,くもり,164360
2022-11-05,くもり,161925
2022-11-06,晴れ,179184
2022-11-07,晴れ,165146
2022-11-08,晴れ,160097
2022-11-09,晴れ,148313
2022-11-10,晴れ,163789
2022-11-11,晴れ,171397
2022-11-12,晴れ,199243
2022-11-13,くもり,151732
2022-11-14,くもり,148337
2022-11-15,くもり,144595
2022-11-16,くもり,129479
2022-11-17,雨,124693
2022-11-18,くもり,164685
2022-11-19,晴れ,190903
2022-11-20,晴れ,188321
2022-11-21,晴れ,164039
2022-11-22,晴れ,163507
2022-11-23,晴れ,164471
2022-11-24,晴れ,161974
2022-11-25,晴れ,183356
2022-11-26,晴れ,185971
2022-11-27,晴れ,195167
2022-11-28,雨,132508
2022-11-29,晴れ,153183
2022-11-30,晴れ,155770
2022-12-01,晴れ,172479
2022-12-02,晴れ,178628
2022-12-03,晴れ,183247
2022-12-04,晴れ,168187
2022-12-05,雨,129987
2022-12-06,雨,131326
2022-12-07,くもり,135919
2022-12-08,くもり,151576
2022-12-09,晴れ,176368
2022-12-10,晴れ,193872
2022-12-11,くもり,166457
2022-12-12,くもり,142370
2022-12-13,くもり,139589
2022-12-14,雨,123885
2022-12-15,雨,124926
2022-12-16,晴れ,191842
2022-12-17,晴れ,202151
2022-12-18,くもり,155147
2022-12-19,くもり,145802
2022-12-20,くもり,131912
2022-12-21,雨,117319
2022-12-22,晴れ,161144
2022-12-23,くもり,161321
2022-12-24,くもり,156536
2022-12-25,くもり,160688
2022-12-26,晴れ,159296
2022-12-27,くもり,136869
2022-12-28,晴れ,168953
2022-12-29,くもり,140860
2022-12-30,くもり,158717
2022-12-31,雨,150848
2023-01-01,くもり,164611
2023-01-02,くもり,154307
2023-01-03,雨,130667
2023-01-04,くもり,144768
2023-01-05,くもり,149353
2023-01-06,くもり,174354
2023-01-07,雨,150127
2023-01-08,晴れ,196181
2023-01-09,晴れ,189058
2023-01-10,くもり,144330
2023-01-11,くもり,157088
2023-01-12,くもり,159803
2023-01-13,くもり,169488
2023-01-14,晴れ,219617
2023-01-15,晴れ,193891
2023-01-16,晴れ,174308
2023-01-17,くもり,150201
2023-01-18,雨,122178
2023-01-19,雨,121144
2023-01-20,くもり,157100
2023-01-21,雨,146933
2023-01-22,晴れ,174268
2023-01-23,晴れ,171188
2023-01-24,くもり,145925
2023-01-25,晴れ,172241
2023-01-26,くもり,157539
2023-01-27,晴れ,187114
2023-01-28,晴れ,201591
2023-01-29,くもり,178597
2023-01-30,晴れ,175100
2023-01-31,晴れ,179347
2023-02-01,晴れ,162918
2023-02-02,くもり,143932
2023-02-03,くもり,174158
2023-02-04,雨,154227
2023-02-05,晴れ,185075
2023-02-06,晴れ,178292
2023-02-07,晴れ,159437
2023-02-08,晴れ,156554
2023-02-09,晴れ,170555
2023-02-10,くもり,175758
2023-02-11,くもり,182768
2023-02-12,くもり,166203
2023-02-13,くもり,167582
2023-02-14,雨,114011
2023-02-15,雨,126269
2023-02-16,晴れ,180175
2023-02-17,晴れ,209842
2023-02-18,くもり,172981
2023-02-19,晴れ,181424
2023-02-20,晴れ,167613
2023-02-21,くもり,125058
2023-02-22,くもり,153879
2023-02-23,雨,130923
2023-02-24,くもり,163984
2023-02-25,くもり,174195
2023-02-26,雨,143162
2023-02-27,晴れ,170387
2023-02-28,くもり,149079
2023-03-01,くもり,158075
2023-03-02,くもり,169329
2023-03-03,晴れ,208097
2023-03-04,晴れ,207705
2023-03-05,晴れ,194010
2023-03-06,晴れ,174540
2023-03-07,晴れ,178758
2023-03-08,晴れ,169587
2023-03-09,晴れ,172028
2023-03-10,くもり,175537
2023-03-11,晴れ,199122
2023-03-12,くもり,188885
2023-03-13,雨,140791
2023-03-14,晴れ,176304
2023-03-15,晴れ,171242
2023-03-16,晴れ,181239
2023-03-17,晴れ,212710
2023-03-18,晴れ,207808
2023-03-19,晴れ,208307
2023-03-20,晴れ,190032
2023-03-21,晴れ,184135
2023-03-22,晴れ,168443
2023-03-23,くもり,167225
2023-03-24,晴れ,200257
2023-03-25,晴れ,215903
2023-03-26,晴れ,206613
2023-03-27,晴れ,176026
2023-03-28,晴れ,164474
2023-03-29,くもり,151142
2023-03-30,晴れ,184830
2023-03-31,晴れ,201465
2023-04-01,くもり,179926
2023-04-02,くもり,177767
2023-04-03,晴れ,185606
2023-04-04,晴れ,167541
2023-04-05,晴れ,182825
2023-04-06,晴れ,165646
2023-04-07,雨,145353
2023-04-08,くもり,189304
2023-04-09,晴れ,195860
2023-04-10,くもり,161067
2023-04-11,くもり,155390
2023-04-12,くもり,145949
2023-04-13,晴れ,194046
2023-04-14,晴れ,205524
2023-04-15,晴れ,196202
2023-04-16,晴れ,201299
2023-04-17,晴れ,176165
2023-04-18,雨,117439
2023-04-19,晴れ,164669
2023-04-20,晴れ,194912
2023-04-21,晴れ,202893
2023-04-22,くもり,176035
2023-04-23,雨,152116
2023-04-24,くもり,154194
2023-04-25,雨,129098
2023-04-26,晴れ,163009
2023-04-27,晴れ,187912
2023-04-28,晴れ,205087
2023-04-29,晴れ,204474
2023-04-30,晴れ,214975
2023-05-01,晴れ,190841
2023-05-02,くもり,166377
2023-05-03,くもり,167049
2023-05-04,晴れ,199160
2023-05-05,晴れ,207521
2023-05-06,晴れ,228585
2023-05-07,晴れ,219985
2023-05-08,晴れ,197832
2023-05-09,くもり,164018
2023-05-10,くもり,164613
2023-05-11,雨,135612
2023-05-12,くもり,186677
2023-05-13,くもり,200806
2023-05-14,くもり,198179
2023-05-15,雨,143660
2023-05-16,くもり,151648
2023-05-17,くもり,165263
2023-05-18,晴れ,204165
2023-05-19,晴れ,213792
2023-05-20,晴れ,217662
2023-05-21,晴れ,209213
2023-05-22,晴れ,202397
2023-05-23,晴れ,198815
2023-05-24,くもり,150143
2023-05-25,くもり,171919
2023-05-26,くもり,179275
2023-05-27,雨,168843
2023-05-28,くもり,183021
2023-05-29,雨,153617
2023-05-30,晴れ,190647
2023-05-31,晴れ,190711
2023-06-01,晴れ,182493
2023-06-02,くもり,186404
2023-06-03,くもり,202310
2023-06-04,くもり,190458
2023-06-05,くもり,166075
2023-06-06,くもり,168496
2023-06-07,晴れ,182477
2023-06-08,雨,146497
2023-06-09,くもり,176279
2023-06-10,くもり,193561
2023-06-11,晴れ,210141
2023-06-12,晴れ,200143
2023-06-13,晴れ,187642
2023-06-14,晴れ,184532
2023-06-15,くもり,165908
2023-06-16,くもり,180993
2023-06-17,くもり,190447
2023-06-18,晴れ,221840
2023-06-19,くもり,161682
2023-06-20,くもり,149392
2023-06-21,くもり,152030
2023-06-22,晴れ,191346
2023-06-23,くもり,192423
2023-06-24,くもり,202956
2023-06-25,くもり,190214
2023-06-26,くもり,164349
2023-06-27,晴れ,184378
2023-06-28,晴れ,184312
2023-06-29,くもり,171081
2023-06-30,くもり,181717
2023-07-01,くもり,185855
2023-07-02,くもり,200269
2023-07-03,雨,142128
2023-07-04,晴れ,199098
2023-07-05,晴れ,198375
2023-07-06,晴れ,204533
2023-07-07,晴れ,225848
2023-07-08,くもり,205260
2023-07-09,晴れ,216968
2023-07-10,晴れ,198022
2023-07-11,晴れ,186388
2023-07-12,晴れ,195289
2023-07-13,晴れ,213128
2023-07-14,晴れ,217919
2023-07-15,晴れ,232418
2023-07-16,晴れ,206493
2023-07-17,くもり,168309
2023-07-18,くもり,156587
2023-07-19,晴れ,196553
2023-07-20,晴れ,201921
2023-07-21,晴れ,220200
2023-07-22,晴れ,231830
2023-07-23,晴れ,221501
2023-07-24,晴れ,203647
2023-07-25,晴れ,190520
2023-07-26,くもり,165560
2023-07-27,晴れ,202617
2023-07-28,晴れ,221788
2023-07-29,晴れ,238412
2023-07-30,晴れ,218428
2023-07-31,晴れ,192382
2023-08-01,くもり,173354
2023-08-02,雨,135491
2023-08-03,晴れ,210625
2023-08-04,晴れ,225895
2023-08-05,晴れ,235437
2023-08-06,晴れ,211298
2023-08-07,晴れ,192798
2023-08-08,晴れ,191949
2023-08-09,晴れ,199697
2023-08-10,晴れ,200590
2023-08-11,晴れ,221105
2023-08-12,晴れ,240583
2023-08-13,晴れ,229110
2023-08-14,くもり,167914
2023-08-15,くもり,158983
2023-08-16,くもり,175263
2023-08-17,雨,154384
2023-08-18,晴れ,230526
2023-08-19,晴れ,247866
2023-08-20,晴れ,223838
2023-08-21,晴れ,187777
2023-08-22,晴れ,186328
2023-08-23,晴れ,185318
2023-08-24,晴れ,191572
2023-08-25,くもり,179259
2023-08-26,くもり,219411
2023-08-27,くもり,185123
2023-08-28,くもり,165672
2023-08-29,くもり,184620
2023-08-30,くもり,168936
2023-08-31,雨,153520
2023-09-01,晴れ,192889
2023-09-02,くもり,183132
2023-09-03,くもり,169915
2023-09-04,くもり,154654
2023-09-05,晴れ,183982
2023-09-06,晴れ,156994
2023-09-07,晴れ,164598
2023-09-08,晴れ,187080
2023-09-09,晴れ,221791
2023-09-10,晴れ,193308
2023-09-11,晴れ,200816
2023-09-12,晴れ,159717
2023-09-13,雨,135304
2023-09-14,雨,146274
2023-09-15,雨,146656
2023-09-16,くもり,193721
2023-09-17,くもり,175148
2023-09-18,くもり,151425
2023-09-19,くもり,150591
2023-09-20,くもり,154256
2023-09-21,くもり,169502
2023-09-22,くもり,168268
2023-09-23,くもり,177844
2023-09-24,雨,160887
2023-09-25,雨,139445
2023-09-26,晴れ,173759
2023-09-27,くもり,158789
2023-09-28,くもり,154029
2023-09-29,晴れ,216789
2023-09-30,くもり,173742
2023-10-01,くもり,175413
2023-10-02,くもり,165192
2023-10-03,くもり,158889
2023-10-04,晴れ,183920
2023-10-05,晴れ,194567
2023-10-06,晴れ,206352
2023-10-07,晴れ,214040
2023-10-08,晴れ,207900
2023-10-09,晴れ,182766
2023-10-10,晴れ,177445
2023-10-11,晴れ,166992
2023-10-12,くもり,163773
2023-10-13,雨,154690
2023-10-14,晴れ,205591
2023-10-15,くもり,164780
2023-10-16,くもり,156237
2023-10-17,晴れ,172730
2023-10-18,晴れ,160020
2023-10-19,晴れ,187201
2023-10-20,晴れ,205904
2023-10-21,くもり,182139
2023-10-22,晴れ,206161
2023-10-23,雨,139788
2023-10-24,雨,126281
2023-10-25,くもり,152323
2023-10-26,晴れ,183194
2023-10-27,くもり,174469
2023-10-28,くもり,187709
2023-10-29,晴れ,203470
2023-10-30,晴れ,174544
2023-10-31,くもり,159799
2023-11-01,くもり,155222
2023-11-02,くもり,155363
2023-11-03,晴れ,199452
2023-11-04,雨,135670
2023-11-05,くもり,154895
2023-11-06,晴れ,185654
2023-11-07,晴れ,150206
2023-11-08,晴れ,181492
2023-11-09,くもり,164566
2023-11-10,くもり,174679
2023-11-11,雨,147109
2023-11-12,晴れ,199419
2023-11-13,晴れ,180032
2023-11-14,晴れ,161700
2023-11-15,晴れ,170952
2023-11-16,くもり,149809
2023-11-17,くもり,175545
2023-11-18,くもり,165733
2023-11-19,くもり,173673
2023-11-20,くもり,145597
2023-11-21,晴れ,174621
2023-11-22,晴れ,164173
2023-11-23,晴れ,176054
2023-11-24,晴れ,200041
2023-11-25,晴れ,206580
2023-11-26,晴れ,194898
2023-11-27,くもり,153126
2023-11-28,くもり,149292
2023-11-29,雨,127375
2023-11-30,雨,126090
2023-12-01,くもり,175486
2023-12-02,晴れ,204432
2023-12-03,雨,148859
2023-12-04,くもり,152753
2023-12-05,雨,124587
2023-12-06,雨,119641
2023-12-07,くもり,145583
2023-12-08,くもり,158460
2023-12-09,くもり,178619
2023-12-10,くもり,171148
2023-12-11,くもり,145269
2023-12-12,くもり,136795
2023-12-13,晴れ,177264
2023-12-14,晴れ,166630
2023-12-15,晴れ,190190
2023-12-16,晴れ,184300
2023-12-17,晴れ,189286
2023-12-18,晴れ,187066
2023-12-19,晴れ,172361
2023-12-20,晴れ,152112
2023-12-21,晴れ,175315
2023-12-22,雨,132787
2023-12-23,くもり,188572
2023-12-24,くもり,175261
2023-12-25,くもり,146081
2023-12-26,くもり,151733
2023-12-27,くもり,151295
2023-12-28,くもり,165677
2023-12-29,くもり,160319
2023-12-30,雨,146252
2023-12-31,晴れ,202066
2024-01-01,晴れ,192007
2024-01-02,晴れ,156613
2024-01-03,晴れ,188028
2024-01-04,晴れ,168866
2024-01-05,晴れ,199605
2024-01-06,晴れ,211483
2024-01-07,晴れ,213414
2024-01-08,晴れ,182792
2024-01-09,くもり,150895
2024-01-10,雨,133789
2024-01-11,くもり,161588
2024-01-12,晴れ,205247
2024-01-13,晴れ,205634
2024-01-14,くもり,176784
2024-01-15,晴れ,187732
2024-01-16,晴れ,173120
2024-01-17,晴れ,185786
2024-01-18,晴れ,200044
2024-01-19,晴れ,197221
2024-01-20,晴れ,206934
2024-01-21,くもり,165450
2024-01-22,晴れ,171743
2024-01-23,晴れ,165913
2024-01-24,くもり,159578
2024-01-25,くもり,148592
2024-01-26,晴れ,198900
2024-01-27,晴れ,208993
2024-01-28,晴れ,202044
2024-01-29,晴れ,170954
2024-01-30,くもり,162531
2024-01-31,くもり,132546
2024-02-01,晴れ,181890
2024-02-02,晴れ,200849
2024-02-03,晴れ,204093
2024-02-04,晴れ,205227
2024-02-05,晴れ,188367
2024-02-06,くもり,163762
2024-02-07,晴れ,174540
2024-02-08,晴れ,188539
2024-02-09,晴れ,193600
2024-02-10,晴れ,201164
2024-02-11,くもり,191306
2024-02-12,雨,134895
2024-02-13,くもり,153949
2024-02-14,くもり,156416
2024-02-15,くもり,144304
2024-02-16,晴れ,196413
2024-02-17,くもり,179779
2024-02-18,雨,146563
2024-02-19,くもり,163994
2024-02-20,晴れ,169027
2024-02-21,雨,119299
2024-02-22,雨,145803
2024-02-23,くもり,183951
2024-02-24,くもり,183991
2024-02-25,くもり,169034
2024-02-26,くもり,159978
2024-02-27,くもり,161040
2024-02-28,くもり,160567
2024-02-29,晴れ,187914
2024-03-01,晴れ,212811
2024-03-02,雨,173232
2024-03-03,くもり,188305
2024-03-04,雨,145976
2024-03-05,晴れ,175255
2024-03-06,晴れ,183242
2024-03-07,雨,146263
2024-03-08,晴れ,193480
2024-03-09,晴れ,232110
2024-03-10,晴れ,219261
2024-03-11,晴れ,196452
2024-03-12,くもり,160796
2024-03-13,くもり,159408
2024-03-14,くもり,155583
2024-03-15,晴れ,208343
2024-03-16,晴れ,215323
2024-03-17,晴れ,212440
2024-03-18,くもり,163747
2024-03-19,くもり,152400
2024-03-20,晴れ,177825
2024-03-21,晴れ,196252
2024-03-22,晴れ,212544
2024-03-23,晴れ,221119
2024-03-24,くもり,183669
2024-03-25,雨,153891
2024-03-26,くもり,158157
2024-03-27,雨,137817
2024-03-28,くもり,155636
2024-03-29,晴れ,221692
2024-03-30,晴れ,218618
2024-03-31,晴れ,215902
2024-04-01,晴れ,183477
2024-04-02,晴れ,188416
2024-04-03,晴れ,190372
2024-04-04,晴れ,191250
2024-04-05,くもり,176403
2024-04-06,くもり,182289
2024-04-07,晴れ,189445
2024-04-08,晴れ,197751
2024-04-09,晴れ,188395
2024-04-10,晴れ,178817
2024-04-11,晴れ,192957
2024-04-12,晴れ,213188
2024-04-13,晴れ,223114
2024-04-14,くもり,187265
2024-04-15,くもり,167520
2024-04-16,くもり,161848
2024-04-17,くもり,162046
2024-04-18,くもり,170077
2024-04-19,くもり,174672
2024-04-20,くもり,190524
2024-04-21,晴れ,210935
2024-04-22,くもり,175561
2024-04-23,くもり,156837
2024-04-24,雨,147144
2024-04-25,雨,149700
2024-04-26,晴れ,201164
2024-04-27,晴れ,228050
2024-04-28,くもり,188952
2024-04-29,くもり,177666
2024-04-30,雨,134713
2024-05-01,晴れ,191110
2024-05-02,晴れ,187861
2024-05-03,晴れ,203659
2024-05-04,晴れ,227084
2024-05-05,晴れ,222751
2024-05-06,雨,149433
2024-05-07,晴れ,186989
2024-05-08,くもり,167790
2024-05-09,晴れ,198556
2024-05-10,くもり,186445
2024-05-11,晴れ,240768
2024-05-12,晴れ,231241
2024-05-13,くもり,171255
2024-05-14,くもり,179577
2024-05-15,雨,149970
2024-05-16,くもり,167900
2024-05-17,晴れ,222592
2024-05-18,晴れ,233983
2024-05-19,くもり,196116
2024-05-20,雨,165793
2024-05-21,くもり,172164
2024-05-22,くもり,172458
2024-05-23,晴れ,194736
2024-05-24,晴れ,222850
2024-05-25,晴れ,247323
2024-05-26,晴れ,220287
2024-05-27,晴れ,200863
2024-05-28,晴れ,188212
2024-05-29,晴れ,196190
2024-05-30,晴れ,209224
2024-05-31,晴れ,224266
2024-06-01,くもり,203679
2024-06-02,雨,172646
2024-06-03,雨,153308
2024-06-04,晴れ,182623
2024-06-05,くもり,164676
2024-06-06,雨,158172
2024-06-07,くもり,197683
2024-06-08,くもり,199632
2024-06-09,雨,161517
2024-06-10,晴れ,209363
2024-06-11,晴れ,187757
2024-06-12,晴れ,183794
2024-06-13,晴れ,195315
2024-06-14,晴れ,206758
2024-06-15,くもり,205532
2024-06-16,雨,170575
2024-06-17,くもり,181476
2024-06-18,雨,151469
2024-06-19,くもり,162415
2024-06-20,晴れ,199368
2024-06-21,くもり,181763
2024-06-22,くもり,199180
2024-06-23,くもり,200272
2024-06-24,くもり,174184
2024-06-25,雨,136684
2024-06-26,晴れ,204869
2024-06-27,晴れ,203085
2024-06-28,くもり,194479
2024-06-29,晴れ,232660
2024-06-30,くもり,186659
2024-07-01,雨,153690
2024-07-02,くもり,183523
2024-07-03,雨,145708
2024-07-04,くもり,193216
2024-07-05,晴れ,231915
2024-07-06,晴れ,252672
2024-07-07,くもり,192293
2024-07-08,くもり,181927
2024-07-09,くもり,165886
2024-07-10,晴れ,202922
2024-07-11,晴れ,209287
2024-07-12,晴れ,239845
2024-07-13,晴れ,249421
2024-07-14,晴れ,239710
2024-07-15,くもり,186601
2024-07-16,晴れ,190120
2024-07-17,晴れ,205856
2024-07-18,晴れ,202290
2024-07-19,くもり,206392
2024-07-20,晴れ,228372
2024-07-21,晴れ,236874
2024-07-22,晴れ,207352
2024-07-23,晴れ,200469
2024-07-24,くもり,190882
2024-07-25,晴れ,226250
2024-07-26,雨,177220
2024-07-27,雨,184235
2024-07-28,晴れ,231599
2024-07-29,くもり,175590
2024-07-30,雨,152979
2024-07-31,雨,152354
2024-08-01,晴れ,212917
2024-08-02,晴れ,237126
2024-08-03,晴れ,246929
2024-08-04,晴れ,237828
2024-08-05,晴れ,206715
2024-08-06,晴れ,213642
2024-08-07,晴れ,195106
2024-08-08,晴れ,214216
2024-08-09,晴れ,244002
2024-08-10,晴れ,237339
2024-08-11,晴れ,234389
2024-08-12,晴れ,210879
2024-08-13,晴れ,199124
2024-08-14,晴れ,203526
2024-08-15,晴れ,191252
2024-08-16,晴れ,224910
2024-08-17,晴れ,247186
2024-08-18,くもり,193422
2024-08-19,晴れ,197068
2024-08-20,くもり,181827
2024-08-21,晴れ,212192
2024-08-22,くもり,193043
2024-08-23,晴れ,240599
2024-08-24,くもり,212580
2024-08-25,晴れ,220642
2024-08-26,くもり,183443
2024-08-27,雨,141739
2024-08-28,晴れ,202450
2024-08-29,くもり,182575
2024-08-30,晴れ,241752
2024-08-31,晴れ,231132
2024-09-01,くもり,189360
2024-09-02,雨,136670
2024-09-03,くもり,162395
2024-09-04,晴れ,185587
2024-09-05,くもり,176872
2024-09-06,くもり,175740
2024-09-07,くもり,198922
2024-09-08,雨,155825
2024-09-09,くもり,160530
2024-09-10,晴れ,183136
2024-09-11,晴れ,183464
2024-09-12,くもり,170260
2024-09-13,雨,157119
2024-09-14,雨,169630
2024-09-15,晴れ,196239
2024-09-16,くもり,186625
2024-09-17,くもり,148366
2024-09-18,晴れ,179887
2024-09-19,晴れ,197509
2024-09-20,くもり,178645
2024-09-21,くもり,212781
2024-09-22,くもり,193434
2024-09-23,くもり,172201
2024-09-24,くもり,155559
2024-09-25,くもり,148216
2024-09-26,雨,136216
2024-09-27,雨,152167
2024-09-28,雨,162980
2024-09-29,雨,156695
2024-09-30,晴れ,191311
2024-10-01,晴れ,187067
2024-10-02,雨,139334
2024-10-03,晴れ,188951
2024-10-04,くもり,186166
2024-10-05,晴れ,230209
2024-10-06,晴れ,215112
2024-10-07,晴れ,191001
2024-10-08,雨,145120
2024-10-09,くもり,158705
2024-10-10,晴れ,196817
2024-10-11,晴れ,189458
2024-10-12,晴れ,210276
2024-10-13,雨,158455
2024-10-14,晴れ,174802
2024-10-15,くもり,143953
2024-10-16,くもり,161577
2024-10-17,晴れ,197185
2024-10-18,晴れ,223364
2024-10-19,晴れ,229262
2024-10-20,晴れ,200496
2024-10-21,くもり,171332
2024-10-22,くもり,154305
2024-10-23,くもり,165167
2024-10-24,晴れ,186328
2024-10-25,晴れ,215640
2024-10-26,晴れ,215529
2024-10-27,晴れ,222942
2024-10-28,晴れ,188014
2024-10-29,晴れ,182163
2024-10-30,晴れ,169663
2024-10-31,くもり,161872
2024-11-01,雨,149865
2024-11-02,くもり,176826
2024-11-03,雨,149811
2024-11-04,くもり,158645
2024-11-05,雨,129337
2024-11-06,晴れ,179408
2024-11-07,雨,134667
2024-11-08,くもり,168923
2024-11-09,くもり,190905
2024-11-10,晴れ,204198
2024-11-11,晴れ,182896
2024-11-12,晴れ,186982
2024-11-13,くもり,151661
2024-11-14,雨,140263
2024-11-15,晴れ,202050
2024-11-16,晴れ,209211
2024-11-17,くもり,168721
2024-11-18,晴れ,181072
2024-11-19,晴れ,164235
2024-11-20,晴れ,162792
2024-11-21,晴れ,170406
2024-11-22,晴れ,200491
2024-11-23,くもり,180136
2024-11-24,晴れ,195065
2024-11-25,くもり,144989
2024-11-26,晴れ,178470
2024-11-27,くもり,163480
2024-11-28,晴れ,178567
2024-11-29,くもり,170036
2024-11-30,雨,161423
2024-12-01,晴れ,195456
2024-12-02,くもり,153561
2024-12-03,くもり,146385
2024-12-04,くもり,160610
2024-12-05,くもり,156278
2024-12-06,くもり,164350
2024-12-07,くもり,183783
2024-12-08,くもり,174455
2024-12-09,くもり,165310
2024-12-10,くもり,151184
2024-12-11,雨,128389
2024-12-12,雨,136344
2024-12-13,雨,154848
2024-12-14,雨,166378
2024-12-15,雨,155171
2024-12-16,くもり,159083
2024-12-17,晴れ,159575
2024-12-18,晴れ,174511
2024-12-19,くもり,159039
2024-12-20,雨,155950
2024-12-21,くもり,181837
2024-12-22,晴れ,214482
2024-12-23,くもり,157671
2024-12-24,晴れ,172691
2024-12-25,くもり,156065
2024-12-26,くもり,166217
2024-12-27,晴れ,200625
2024-12-28,晴れ,201667
2024-12-29,晴れ,198655
