日付,天気,売り上げ
2017-09-01,くもり,160778
2017-09-02,晴れ,201206
2017-09-03,晴れ,181520
2017-09-04,晴れ,172518
2017-09-05,くもり,126946
2017-09-06,雨,122761
2017-09-07,くもり,156335
2017-09-08,くもり,157237
2017-09-09,くもり,162780
2017-09-10,くもり,165201
2017-09-11,くもり,149938
2017-09-12,くもり,151601
2017-09-13,くもり,147082
2017-09-14,雨,130685
2017-09-15,雨,139251
2017-09-16,雨,146403
2017-09-17,くもり,168962
2017-09-18,くもり,142505
2017-09-19,くもり,129567
2017-09-20,くもり,141947
2017-09-21,雨,124050
2017-09-22,雨,146999
2017-09-23,雨,147596
2017-09-24,雨,143005
2017-09-25,くもり,149097
2017-09-26,晴れ,149622
2017-09-27,くもり,142136
2017-09-28,くもり,146983
2017-09-29,くもり,166813
2017-09-30,くもり,176193
2017-10-01,くもり,164687
2017-10-02,晴れ,173532
2017-10-03,晴れ,178260
2017-10-04,晴れ,167284
2017-10-05,晴れ,173765
2017-10-06,くもり,158264
2017-10-07,雨,148412
2017-10-08,雨,136030
2017-10-09,くもり,139196
2017-10-10,くもり,142815
2017-10-11,くもり,140484
2017-10-12,晴れ,177098
2017-10-13,晴れ,196340
2017-10-14,晴れ,200146
2017-10-15,晴れ,191078
2017-10-16,晴れ,185970
2017-10-17,くもり,140918
2017-10-18,雨,123720
2017-10-19,くもり,150867
2017-10-20,くもり,162525
2017-10-21,くもり,174224
2017-10-22,くもり,164565
2017-10-23,くもり,162552
2017-10-24,くもり,145475
2017-10-25,雨,121454
2017-10-26,雨,127854
2017-10-27,くもり,153247
2017-10-28,くもり,168534
2017-10-29,くもり,163609
2017-10-30,くもり,153442
2017-10-31,雨,129077
2017-11-01,晴れ,168540
2017-11-02,晴れ,164188
2017-11-03,くもり,146434
2017-11-04,くもり,161927
2017-11-05,くもり,146067
2017-11-06,晴れ,165122
2017-11-07,晴れ,143570
2017-11-08,晴れ,151016
2017-11-09,晴れ,164928
2017-11-10,晴れ,180727
2017-11-11,晴れ,187713
2017-11-12,晴れ,169456
2017-11-13,くもり,141233
2017-11-14,くもり,131130
2017-11-15,くもり,135791
2017-11-16,くもり,143965
2017-11-17,雨,134978
2017-11-18,くもり,159666
2017-11-19,晴れ,184199
2017-11-20,晴れ,169057
2017-11-21,晴れ,153951
2017-11-22,晴れ,158553
2017-11-23,晴れ,167581
2017-11-24,晴れ,178412
2017-11-25,晴れ,194311
2017-11-26,晴れ,174058
2017-11-27,晴れ,165777
2017-11-28,雨,127423
2017-11-29,晴れ,152704
2017-11-30,晴れ,161873
2017-12-01,晴れ,171724
2017-12-02,晴れ,187186
2017-12-03,晴れ,179374
2017-12-04,晴れ,146416
2017-12-05,雨,109374
2017-12-06,雨,113427
2017-12-07,くもり,130773
2017-12-08,くもり,154150
2017-12-09,晴れ,193055
2017-12-10,晴れ,178696
2017-12-11,くもり,153211
2017-12-12,くもり,128667
2017-12-13,くもり,119963
2017-12-14,雨,116492
2017-12-15,雨,131921
2017-12-16,晴れ,195676
2017-12-17,晴れ,177120
2017-12-18,くもり,139053
2017-12-19,くもり,138491
2017-12-20,くもり,138182
2017-12-21,雨,116935
2017-12-22,晴れ,177319
2017-12-23,くもり,170567
2017-12-24,くもり,155062
2017-12-25,くもり,149298
2017-12-26,晴れ,149846
2017-12-27,くもり,145938
2017-12-28,晴れ,180318
2017-12-29,くもり,161691
2017-12-30,くもり,164332
2017-12-31,雨,140191
2018-01-01,くもり,146547
2018-01-02,くもり,134053
2018-01-03,雨,117431
2018-01-04,くもり,151654
2018-01-05,くもり,169477
2018-01-06,くもり,155671
2018-01-07,雨,140774
2018-01-08,晴れ,165098
2018-01-09,晴れ,161299
2018-01-10,くもり,135771
2018-01-11,くもり,146194
2018-01-12,くもり,150945
2018-01-13,くもり,176781
2018-01-14,晴れ,178766
2018-01-15,晴れ,149511
2018-01-16,晴れ,150756
2018-01-17,くもり,137639
2018-01-18,雨,123744
2018-01-19,雨,133449
2018-01-20,くもり,157718
2018-01-21,雨,140039
2018-01-22,晴れ,173186
2018-01-23,晴れ,164667
2018-01-24,くもり,135784
2018-01-25,晴れ,171015
2018-01-26,くもり,162336
2018-01-27,晴れ,196467
2018-01-28,晴れ,178833
2018-01-29,くもり,135515
2018-01-30,晴れ,147065
2018-01-31,晴れ,158113
2018-02-01,晴れ,174478
2018-02-02,くもり,160074
2018-02-03,くもり,171914
2018-02-04,雨,139910
2018-02-05,晴れ,175591
2018-02-06,晴れ,150108
2018-02-07,晴れ,149908
2018-02-08,晴れ,169401
2018-02-09,晴れ,187986
2018-02-10,くもり,176062
2018-02-11,くもり,152530
2018-02-12,くもり,149894
2018-02-13,くもり,138432
2018-02-14,雨,121149
2018-02-15,雨,126214
2018-02-16,晴れ,179903
2018-02-17,晴れ,200745
2018-02-18,くもり,155453
2018-02-19,晴れ,163746
2018-02-20,晴れ,163273
2018-02-21,くもり,138820
2018-02-22,くもり,162437
2018-02-23,雨,132709
2018-02-24,くもり,168001
2018-02-25,くもり,164209
2018-02-26,雨,117927
2018-02-27,晴れ,144853
2018-02-28,くもり,137409
2018-03-01,くもり,155079
2018-03-02,くもり,167062
2018-03-03,晴れ,215667
2018-03-04,晴れ,190225
2018-03-05,晴れ,171629
2018-03-06,晴れ,172107
2018-03-07,晴れ,166530
2018-03-08,晴れ,175962
2018-03-09,晴れ,197500
2018-03-10,くもり,183381
2018-03-11,晴れ,200805
2018-03-12,くもり,154528
2018-03-13,雨,124086
2018-03-14,晴れ,182562
2018-03-15,晴れ,193269
2018-03-16,晴れ,191045
2018-03-17,晴れ,197897
2018-03-18,晴れ,183431
2018-03-19,晴れ,178048
2018-03-20,晴れ,173772
2018-03-21,晴れ,155299
2018-03-22,晴れ,179279
2018-03-23,くもり,157742
2018-03-24,晴れ,201989
2018-03-25,晴れ,178731
2018-03-26,晴れ,162024
2018-03-27,晴れ,160085
2018-03-28,晴れ,162810
2018-03-29,くもり,145958
2018-03-30,晴れ,196982
2018-03-31,晴れ,211183
2018-04-01,くもり,170739
2018-04-02,くもり,149070
2018-04-03,晴れ,160141
2018-04-04,晴れ,159047
2018-04-05,晴れ,183386
2018-04-06,晴れ,187228
2018-04-07,雨,155476
2018-04-08,くもり,185968
2018-04-09,晴れ,183511
2018-04-10,くもり,150243
2018-04-11,くもり,148883
2018-04-12,くもり,148390
2018-04-13,晴れ,183664
2018-04-14,晴れ,200954
2018-04-15,晴れ,185889
2018-04-16,晴れ,191010
2018-04-17,晴れ,173820
2018-04-18,雨,131971
2018-04-19,晴れ,177204
2018-04-20,晴れ,188897
2018-04-21,晴れ,203270
2018-04-22,くもり,182460
2018-04-23,雨,136845
2018-04-24,くもり,142435
2018-04-25,雨,134343
2018-04-26,晴れ,189138
2018-04-27,晴れ,201374
2018-04-28,晴れ,197636
2018-04-29,晴れ,190265
2018-04-30,晴れ,176512
2018-05-01,晴れ,181955
2018-05-02,くもり,159262
2018-05-03,くもり,146721
2018-05-04,晴れ,194968
2018-05-05,晴れ,218398
2018-05-06,晴れ,222716
2018-05-07,晴れ,176213
2018-05-08,晴れ,171163
2018-05-09,くもり,154117
2018-05-10,くもり,149606
2018-05-11,雨,156906
2018-05-12,くもり,188180
2018-05-13,くもり,172738
2018-05-14,くもり,173608
2018-05-15,雨,141838
2018-05-16,くもり,160614
2018-05-17,くもり,149625
2018-05-18,晴れ,203460
2018-05-19,晴れ,217829
2018-05-20,晴れ,199622
2018-05-21,晴れ,182113
2018-05-22,晴れ,186284
2018-05-23,晴れ,183706
2018-05-24,くもり,165637
2018-05-25,くもり,181133
2018-05-26,くもり,184644
2018-05-27,雨,149223
2018-05-28,くもり,151978
2018-05-29,雨,131183
2018-05-30,晴れ,189263
2018-05-31,晴れ,195426
2018-06-01,晴れ,208292
2018-06-02,くもり,185009
2018-06-03,くもり,184080
2018-06-04,くもり,158551
2018-06-05,くもり,149503
2018-06-06,くもり,156022
2018-06-07,晴れ,184043
2018-06-08,雨,141305
2018-06-09,くもり,188971
2018-06-10,くもり,186119
2018-06-11,晴れ,179628
2018-06-12,晴れ,183433
2018-06-13,晴れ,179831
2018-06-14,晴れ,179544
2018-06-15,くもり,173758
2018-06-16,くもり,184320
2018-06-17,くもり,188640
2018-06-18,晴れ,186149
2018-06-19,くもり,154115
2018-06-20,くもり,155778
2018-06-21,くもり,178126
2018-06-22,晴れ,209826
2018-06-23,くもり,178602
2018-06-24,くもり,179024
2018-06-25,くもり,163998
2018-06-26,くもり,156631
2018-06-27,晴れ,181225
2018-06-28,晴れ,183431
2018-06-29,くもり,180996
2018-06-30,くもり,183013
2018-07-01,くもり,191218
2018-07-02,くもり,177714
2018-07-03,雨,133914
2018-07-04,晴れ,189708
2018-07-05,晴れ,202664
2018-07-06,晴れ,203794
2018-07-07,晴れ,233180
2018-07-08,くもり,188786
2018-07-09,晴れ,188844
2018-07-10,晴れ,174098
2018-07-11,晴れ,180261
2018-07-12,晴れ,189273
2018-07-13,晴れ,226338
2018-07-14,晴れ,223712
2018-07-15,晴れ,211524
2018-07-16,晴れ,186491
2018-07-17,くもり,157608
2018-07-18,くもり,172699
2018-07-19,晴れ,191399
2018-07-20,晴れ,224512
2018-07-21,晴れ,218366
2018-07-22,晴れ,205977
2018-07-23,晴れ,196862
2018-07-24,晴れ,191862
2018-07-25,晴れ,164264
2018-07-26,くもり,164396
2018-07-27,晴れ,197895
2018-07-28,晴れ,220482
2018-07-29,晴れ,230097
2018-07-30,晴れ,187922
2018-07-31,晴れ,178862
2018-08-01,くもり,160616
2018-08-02,雨,149115
2018-08-03,晴れ,202987
2018-08-04,晴れ,228173
2018-08-05,晴れ,223461
2018-08-06,晴れ,196143
2018-08-07,晴れ,188718
2018-08-08,晴れ,176345
2018-08-09,晴れ,170866
2018-08-10,晴れ,223342
2018-08-11,晴れ,238907
2018-08-12,晴れ,215697
2018-08-13,晴れ,203172
2018-08-14,くもり,164860
2018-08-15,くもり,165744
2018-08-16,くもり,168550
2018-08-17,雨,165587
2018-08-18,晴れ,227893
2018-08-19,晴れ,223166
2018-08-20,晴れ,189245
2018-08-21,晴れ,186790
2018-08-22,晴れ,200941
2018-08-23,晴れ,199319
2018-08-24,晴れ,217652
2018-08-25,くもり,206426
2018-08-26,くもり,186829
2018-08-27,くもり,159481
2018-08-28,くもり,163990
2018-08-29,くもり,171162
2018-08-30,くもり,164521
2018-08-31,雨,155996
2018-09-01,晴れ,202047
2018-09-02,くもり,158630
2018-09-03,くもり,151635
2018-09-04,くもり,142810
2018-09-05,晴れ,171699
2018-09-06,晴れ,174273
2018-09-07,晴れ,196013
2018-09-08,晴れ,193663
2018-09-09,晴れ,190768
2018-09-10,晴れ,174529
2018-09-11,晴れ,171766
2018-09-12,晴れ,173289
2018-09-13,雨,125506
2018-09-14,雨,135754
2018-09-15,雨,141954
2018-09-16,くもり,176830
2018-09-17,くもり,152007
2018-09-18,くもり,167675
2018-09-19,くもり,155640
2018-09-20,くもり,156882
2018-09-21,くもり,161699
2018-09-22,くもり,175754
2018-09-23,くもり,159553
2018-09-24,雨,128142
2018-09-25,雨,124479
2018-09-26,晴れ,160175
2018-09-27,くもり,157034
2018-09-28,くもり,170323
2018-09-29,晴れ,201374
2018-09-30,くもり,164331
2018-10-01,くもり,148762
2018-10-02,くもり,131330
2018-10-03,くもり,149720
2018-10-04,晴れ,180621
2018-10-05,晴れ,202742
2018-10-06,晴れ,213208
2018-10-07,晴れ,196477
2018-10-08,晴れ,186412
2018-10-09,晴れ,173187
2018-10-10,晴れ,177864
2018-10-11,晴れ,160685
2018-10-12,くもり,166286
2018-10-13,雨,152271
2018-10-14,晴れ,183115
2018-10-15,くもり,142189
2018-10-16,くもり,148803
2018-10-17,晴れ,151943
2018-10-18,晴れ,187088
2018-10-19,晴れ,194880
2018-10-20,晴れ,197538
2018-10-21,くもり,171576
2018-10-22,晴れ,187397
2018-10-23,雨,140102
2018-10-24,雨,119966
2018-10-25,くもり,145828
2018-10-26,晴れ,195958
2018-10-27,くもり,179766
2018-10-28,くもり,161343
2018-10-29,晴れ,173724
2018-10-30,晴れ,168076
2018-10-31,くもり,142101
2018-11-01,くもり,158848
2018-11-02,くもり,151581
2018-11-03,晴れ,189035
2018-11-04,雨,148996
2018-11-05,くもり,134835
2018-11-06,晴れ,158479
2018-11-07,晴れ,154898
2018-11-08,晴れ,184019
2018-11-09,くもり,162890
2018-11-10,くもり,169622
2018-11-11,雨,138351
2018-11-12,晴れ,167296
2018-11-13,晴れ,160362
2018-11-14,晴れ,151648
2018-11-15,晴れ,166547
2018-11-16,くもり,160358
2018-11-17,くもり,180859
2018-11-18,くもり,161511
2018-11-19,くもり,151450
2018-11-20,くもり,128855
2018-11-21,晴れ,152634
2018-11-22,晴れ,176071
2018-11-23,晴れ,187189
2018-11-24,晴れ,188591
2018-11-25,晴れ,187637
2018-11-26,晴れ,161706
2018-11-27,くもり,142005
2018-11-28,くもり,132623
2018-11-29,雨,124212
2018-11-30,雨,145210
2018-12-01,くもり,169472
2018-12-02,晴れ,178438
2018-12-03,雨,138673
2018-12-04,くもり,140907
2018-12-05,雨,121001
2018-12-06,雨,132634
2018-12-07,くもり,146793
2018-12-08,くもり,180773
2018-12-09,くもり,170564
2018-12-10,くもり,147890
2018-12-11,くもり,137239
2018-12-12,くもり,141262
2018-12-13,晴れ,177413
2018-12-14,晴れ,180994
2018-12-15,晴れ,186105
2018-12-16,晴れ,182893
2018-12-17,晴れ,178571
2018-12-18,晴れ,166913
2018-12-19,晴れ,164500
2018-12-20,晴れ,162906
2018-12-21,晴れ,177298
2018-12-22,雨,141485
2018-12-23,くもり,171016
2018-12-24,くもり,145819
2018-12-25,くもり,133305
2018-12-26,くもり,144096
2018-12-27,くもり,148517
2018-12-28,くもり,165701
2018-12-29,くもり,174141
2018-12-30,雨,139630
2018-12-31,晴れ,155203
2019-01-01,晴れ,167047
2019-01-02,晴れ,162845
2019-01-03,晴れ,167068
2019-01-04,晴れ,181326
2019-01-05,晴れ,215922
2019-01-06,晴れ,179144
2019-01-07,晴れ,159092
2019-01-08,晴れ,160665
2019-01-09,くもり,133302
2019-01-10,雨,142975
2019-01-11,くもり,158074
2019-01-12,晴れ,183843
2019-01-13,晴れ,175601
2019-01-14,くもり,136429
2019-01-15,晴れ,161917
2019-01-16,晴れ,160058
2019-01-17,晴れ,171804
2019-01-18,晴れ,195908
2019-01-19,晴れ,187958
2019-01-20,晴れ,182293
2019-01-21,くもり,157644
2019-01-22,晴れ,158110
2019-01-23,晴れ,161758
2019-01-24,くもり,151939
2019-01-25,くもり,162233
2019-01-26,晴れ,197781
2019-01-27,晴れ,198823
2019-01-28,晴れ,183874
2019-01-29,晴れ,159100
2019-01-30,くもり,141608
2019-01-31,くもり,137801
2019-02-01,晴れ,188297
2019-02-02,晴れ,207495
2019-02-03,晴れ,201186
2019-02-04,晴れ,167312
2019-02-05,晴れ,178001
2019-02-06,くもり,158284
2019-02-07,晴れ,169007
2019-02-08,晴れ,183307
2019-02-09,晴れ,198771
2019-02-10,晴れ,170192
2019-02-11,くもり,147737
2019-02-12,雨,135166
2019-02-13,くもり,152115
2019-02-14,くもり,155471
2019-02-15,くもり,164411
2019-02-16,晴れ,198719
2019-02-17,くもり,169314
2019-02-18,雨,127238
2019-02-19,くもり,136801
2019-02-20,晴れ,167614
2019-02-21,雨,130332
2019-02-22,雨,144303
2019-02-23,くもり,180864
2019-02-24,くもり,179542
2019-02-25,くもり,153261
2019-02-26,くもり,146299
2019-02-27,くもり,140041
2019-02-28,くもり,164628
2019-03-01,晴れ,184485
2019-03-02,晴れ,202955
2019-03-03,雨,155346
2019-03-04,くもり,164631
2019-03-05,雨,127567
2019-03-06,晴れ,165805
2019-03-07,晴れ,170764
2019-03-08,雨,151260
2019-03-09,晴れ,202503
2019-03-10,晴れ,185521
2019-03-11,晴れ,192162
2019-03-12,晴れ,184615
2019-03-13,くもり,146820
2019-03-14,くもり,166802
2019-03-15,くもり,174380
2019-03-16,晴れ,208879
2019-03-17,晴れ,199277
2019-03-18,晴れ,181654
2019-03-19,くもり,151667
2019-03-20,くもり,147456
2019-03-21,晴れ,172400
2019-03-22,晴れ,200377
2019-03-23,晴れ,188099
2019-03-24,晴れ,210136
2019-03-25,くもり,152065
2019-03-26,雨,128519
2019-03-27,くもり,153672
2019-03-28,雨,140361
2019-03-29,くもり,175022
2019-03-30,晴れ,217795
2019-03-31,晴れ,198363
2019-04-01,晴れ,186146
2019-04-02,晴れ,168744
2019-04-03,晴れ,172521
2019-04-04,晴れ,190302
2019-04-05,晴れ,200930
2019-04-06,くもり,180047
2019-04-07,くもり,179752
2019-04-08,晴れ,196552
2019-04-09,晴れ,153232
2019-04-10,晴れ,175536
2019-04-11,晴れ,170928
2019-04-12,晴れ,194842
2019-04-13,晴れ,205297
2019-04-14,晴れ,212546
2019-04-15,くもり,149023
2019-04-16,くもり,143740
2019-04-17,くもり,161647
2019-04-18,くもり,140885
2019-04-19,くもり,189835
2019-04-20,くもり,174969
2019-04-21,くもり,175257
2019-04-22,晴れ,189804
2019-04-23,くもり,158089
2019-04-24,くもり,166386
2019-04-25,雨,126835
2019-04-26,雨,138127
2019-04-27,晴れ,226562
2019-04-28,晴れ,196036
2019-04-29,くもり,156498
2019-04-30,くもり,158281
2019-05-01,雨,134222
2019-05-02,晴れ,198547
2019-05-03,晴れ,198459
2019-05-04,晴れ,210546
2019-05-05,晴れ,202294
2019-05-06,晴れ,190674
2019-05-07,雨,124857
2019-05-08,晴れ,177708
2019-05-09,くもり,161909
2019-05-10,晴れ,200867
2019-05-11,くもり,193838
2019-05-12,晴れ,203966
2019-05-13,晴れ,189083
2019-05-14,くもり,151920
2019-05-15,くもり,158565
2019-05-16,雨,146878
2019-05-17,くもり,179336
2019-05-18,晴れ,212992
2019-05-19,晴れ,198717
2019-05-20,くもり,179076
2019-05-21,雨,134792
2019-05-22,くもり,153695
2019-05-23,くもり,172051
2019-05-24,晴れ,216302
2019-05-25,晴れ,216109
2019-05-26,晴れ,220501
2019-05-27,晴れ,180704
2019-05-28,晴れ,175757
2019-05-29,晴れ,182461
2019-05-30,晴れ,193449
2019-05-31,晴れ,218961
2019-06-01,晴れ,217443
2019-06-02,くもり,176514
2019-06-03,雨,142438
2019-06-04,雨,128194
2019-06-05,晴れ,182318
2019-06-06,くもり,161205
2019-06-07,雨,162005
2019-06-08,くもり,180167
2019-06-09,くもり,165744
2019-06-10,雨,140714
2019-06-11,晴れ,193729
2019-06-12,晴れ,182747
2019-06-13,晴れ,195778
2019-06-14,晴れ,210279
2019-06-15,晴れ,212520
2019-06-16,くもり,185900
2019-06-17,雨,143098
2019-06-18,くもり,156395
2019-06-19,雨,123176
2019-06-20,くもり,165174
2019-06-21,晴れ,206341
2019-06-22,くもり,196608
2019-06-23,くもり,176830
2019-06-24,くもり,171274
2019-06-25,くもり,152572
2019-06-26,雨,128255
2019-06-27,晴れ,184772
2019-06-28,晴れ,190521
2019-06-29,くもり,202462
2019-06-30,晴れ,219841
2019-07-01,くもり,166579
2019-07-02,くもり,169646
2019-07-03,くもり,175195
2019-07-04,雨,150253
2019-07-05,くもり,208531
2019-07-06,晴れ,225004
2019-07-07,晴れ,209648
2019-07-08,くもり,181454
2019-07-09,くもり,168756
2019-07-10,くもり,170411
2019-07-11,晴れ,182962
2019-07-12,晴れ,210314
2019-07-13,晴れ,229518
2019-07-14,晴れ,204963
2019-07-15,晴れ,196406
2019-07-16,くもり,161057
2019-07-17,晴れ,189493
2019-07-18,晴れ,205465
2019-07-19,晴れ,210077
2019-07-20,くもり,208307
2019-07-21,晴れ,212976
2019-07-22,晴れ,212917
2019-07-23,晴れ,193069
2019-07-24,晴れ,190956
2019-07-25,くもり,182614
2019-07-26,晴れ,216556
2019-07-27,雨,177287
2019-07-28,雨,160639
2019-07-29,晴れ,212187
2019-07-30,くもり,161791
2019-07-31,雨,137054
2019-08-01,雨,154252
2019-08-02,晴れ,214106
2019-08-03,晴れ,237556
2019-08-04,晴れ,221435
2019-08-05,晴れ,199308
2019-08-06,晴れ,181508
2019-08-07,晴れ,189488
2019-08-08,晴れ,196383
2019-08-09,晴れ,208640
2019-08-10,晴れ,242971
2019-08-11,晴れ,225057
2019-08-12,晴れ,200141
2019-08-13,晴れ,186627
2019-08-14,晴れ,192033
2019-08-15,晴れ,187483
2019-08-16,晴れ,211107
2019-08-17,晴れ,219601
2019-08-18,晴れ,217331
2019-08-19,くもり,170371
2019-08-20,晴れ,189508
2019-08-21,くもり,160333
2019-08-22,晴れ,186990
2019-08-23,くもり,194666
2019-08-24,晴れ,231028
2019-08-25,くもり,189887
2019-08-26,晴れ,206252
2019-08-27,くもり,166555
2019-08-28,雨,151333
2019-08-29,晴れ,185732
2019-08-30,くもり,198342
2019-08-31,晴れ,220607
2019-09-01,晴れ,190542
2019-09-02,雨,138185
2019-09-03,雨,128435
2019-09-04,くもり,149449
2019-09-05,晴れ,178035
2019-09-06,くもり,167295
2019-09-07,くもり,182068
2019-09-08,くもり,169483
2019-09-09,雨,129351
2019-09-10,くもり,160326
2019-09-11,晴れ,180766
2019-09-12,晴れ,186360
2019-09-13,くもり,173012
2019-09-14,雨,159339
2019-09-15,雨,152412
2019-09-16,晴れ,186121
2019-09-17,くもり,141267
2019-09-18,くもり,155364
2019-09-19,晴れ,185768
2019-09-20,晴れ,214356
2019-09-21,くもり,176706
2019-09-22,くもり,169148
2019-09-23,くもり,144382
2019-09-24,くもり,147897
2019-09-25,くもり,155207
2019-09-26,くもり,156871
2019-09-27,雨,148458
2019-09-28,雨,157514
2019-09-29,雨,158136
2019-09-30,雨,133041
2019-10-01,晴れ,184363
2019-10-02,晴れ,166751
2019-10-03,雨,143196
2019-10-04,晴れ,191855
2019-10-05,くもり,183488
2019-10-06,晴れ,194222
2019-10-07,晴れ,187403
2019-10-08,晴れ,166729
2019-10-09,雨,125095
2019-10-10,くもり,152196
2019-10-11,晴れ,198330
2019-10-12,晴れ,209606
2019-10-13,晴れ,202534
2019-10-14,雨,132085
2019-10-15,晴れ,161103
2019-10-16,くもり,158832
2019-10-17,くもり,159159
2019-10-18,晴れ,200917
2019-10-19,晴れ,196201
2019-10-20,晴れ,201769
2019-10-21,晴れ,186553
2019-10-22,くもり,152580
2019-10-23,くもり,144047
2019-10-24,くもり,152725
2019-10-25,晴れ,197090
2019-10-26,晴れ,208158
2019-10-27,晴れ,189362
2019-10-28,晴れ,189337
2019-10-29,晴れ,169456
2019-10-30,晴れ,179593
2019-10-31,晴れ,179898
2019-11-01,くもり,165620
2019-11-02,雨,149983
2019-11-03,くもり,175315
2019-11-04,雨,134374
2019-11-05,くもり,140707
2019-11-06,雨,114217
2019-11-07,晴れ,174390
2019-11-08,雨,146664
2019-11-09,くもり,181487
2019-11-10,くもり,162794
2019-11-11,晴れ,171416
2019-11-12,晴れ,166462
2019-11-13,晴れ,155482
2019-11-14,くもり,148525
2019-11-15,雨,144982
2019-11-16,晴れ,208940
2019-11-17,晴れ,180031
2019-11-18,くもり,143411
2019-11-19,晴れ,166495
2019-11-20,晴れ,165243
2019-11-21,晴れ,171123
2019-11-22,晴れ,180470
2019-11-23,晴れ,180604
2019-11-24,くもり,178574
2019-11-25,晴れ,167118
2019-11-26,くもり,149489
2019-11-27,晴れ,171161
2019-11-28,くもり,150512
2019-11-29,晴れ,201858
2019-11-30,くもり,170053
2019-12-01,雨,159946
2019-12-02,晴れ,178141
2019-12-03,くもり,148594
2019-12-04,くもり,142319
2019-12-05,くもり,150429
2019-12-06,くもり,169551
2019-12-07,くもり,177366
2019-12-08,くもり,164359
2019-12-09,くもり,147040
2019-12-10,くもり,152342
2019-12-11,くもり,149608
2019-12-12,雨,131240
2019-12-13,雨,137442
2019-12-14,雨,148895
2019-12-15,雨,145240
2019-12-16,雨,141363
2019-12-17,くもり,142545
2019-12-18,晴れ,161812
2019-12-19,晴れ,185579
2019-12-20,くもり,154387
2019-12-21,雨,141352
2019-12-22,くもり,177011
2019-12-23,晴れ,167562
2019-12-24,くもり,140610
2019-12-25,晴れ,169498
2019-12-26,くもり,142156
2019-12-27,くもり,165228
2019-12-28,晴れ,187862
2019-12-29,晴れ,200377
2019-12-30,晴れ,175128
2019-12-31,雨,118843
2020-01-01,くもり,144711
2020-01-02,くもり,153546
2020-01-03,晴れ,186951
2020-01-04,晴れ,194449
2020-01-05,くもり,178699
2020-01-06,晴れ,169526
2020-01-07,晴れ,161822
2020-01-08,晴れ,171989
2020-01-09,くもり,166617
2020-01-10,晴れ,182720
2020-01-11,晴れ,205132
2020-01-12,晴れ,189476
2020-01-13,晴れ,188784
2020-01-14,晴れ,151634
2020-01-15,くもり,141617
2020-01-16,くもり,169554
2020-01-17,晴れ,191133
2020-01-18,晴れ,192036
2020-01-19,晴れ,202307
2020-01-20,くもり,159396
2020-01-21,くもり,145241
2020-01-22,くもり,150442
2020-01-23,くもり,151983
2020-01-24,晴れ,202637
2020-01-25,雨,164490
2020-01-26,くもり,173445
2020-01-27,雨,130914
2020-01-28,晴れ,153098
2020-01-29,くもり,145927
2020-01-30,くもり,163506
2020-01-31,雨,133572
2020-02-01,くもり,186217
2020-02-02,晴れ,192395
2020-02-03,雨,129981
2020-02-04,くもり,152129
2020-02-05,くもり,159153
2020-02-06,くもり,147523
2020-02-07,くもり,170650
2020-02-08,くもり,170095
2020-02-09,雨,149496
2020-02-10,晴れ,188649
2020-02-11,晴れ,180349
2020-02-12,晴れ,174096
2020-02-13,くもり,148919
2020-02-14,雨,155072
2020-02-15,くもり,165511
2020-02-16,くもり,166829
2020-02-17,くもり,150075
2020-02-18,くもり,154757
2020-02-19,雨,121258
2020-02-20,晴れ,180219
2020-02-21,くもり,174170
2020-02-22,雨,150110
2020-02-23,晴れ,213989
2020-02-24,くもり,149850
2020-02-25,くもり,144849
2020-02-26,晴れ,163879
2020-02-27,雨,134591
2020-02-28,雨,140993
2020-02-29,晴れ,203155
2020-03-01,くもり,168123
2020-03-02,くもり,161084
2020-03-03,晴れ,176208
2020-03-04,晴れ,180025
2020-03-05,晴れ,189856
2020-03-06,晴れ,204870
2020-03-07,晴れ,221981
2020-03-08,晴れ,206486
2020-03-09,晴れ,194764
2020-03-10,晴れ,188584
2020-03-11,晴れ,183784
2020-03-12,くもり,164647
2020-03-13,くもり,164637
2020-03-14,くもり,187488
2020-03-15,くもり,173576
2020-03-16,くもり,162414
2020-03-17,晴れ,188476
2020-03-18,晴れ,166933
2020-03-19,晴れ,186206
2020-03-20,晴れ,202090
2020-03-21,晴れ,216614
2020-03-22,晴れ,204168
2020-03-23,晴れ,199012
2020-03-24,晴れ,166133
2020-03-25,くもり,160335
2020-03-26,雨,139394
2020-03-27,くもり,183022
2020-03-28,雨,159704
2020-03-29,くもり,189789
2020-03-30,雨,141634
2020-03-31,晴れ,176350
2020-04-01,晴れ,189947
2020-04-02,晴れ,182083
2020-04-03,雨,150356
2020-04-04,晴れ,215292
2020-04-05,くもり,186416
2020-04-06,雨,144621
2020-04-07,くもり,152339
2020-04-08,くもり,148369
2020-04-09,くもり,166433
2020-04-10,くもり,184412
2020-04-11,晴れ,215542
2020-04-12,くもり,181888
2020-04-13,晴れ,188738
2020-04-14,晴れ,187335
2020-04-15,晴れ,167488
2020-04-16,晴れ,191868
2020-04-17,晴れ,217112
2020-04-18,晴れ,224448
2020-04-19,晴れ,202779
2020-04-20,晴れ,188985
2020-04-21,晴れ,168504
2020-04-22,晴れ,167912
2020-04-23,くもり,152707
2020-04-24,くもり,192602
2020-04-25,雨,158313
2020-04-26,くもり,176056
2020-04-27,くもり,159164
2020-04-28,くもり,163706
2020-04-29,晴れ,181541
2020-04-30,晴れ,191619
2020-05-01,晴れ,217852
2020-05-02,晴れ,229667
